Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers LLC
Statement,Data,BrokerAddress,"Two Pickwick Plaza, Greenwich, CT 06830"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"January 13, 2025"
Statement,Data,WhenGenerated,"2025-01-14, 01:53:19 EST"
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,USD,MSFT,"2025-01-10, 16:20:00",300,420,417.19,-126000,0,126000,0,-843,A;O
Trades,SubTotal,,Stocks,USD,MSFT,,300,,,-126000,0,126000,0,-843,
Trades,Data,Order,Stocks,USD,NVDA,"2025-01-10, 16:20:00","10,000",145,133.23,-1450000,0,1450000,0,-117700,A;O
Trades,SubTotal,,Stocks,USD,NVDA,,10000,,,-1450000,0,1450000,0,-117700,
Trades,Data,Order,Stocks,USD,ORCL,"2025-01-10, 16:20:00",500,162.5,153.92,-81250,0,81250,0,-4290,A;O
Trades,SubTotal,,Stocks,USD,ORCL,,500,,,-81250,0,81250,0,-4290,
Trades,Data,Order,Stocks,USD,RSP,"2025-01-13, 11:56:50","-10,000",173.201573,174.67,1732015.73,-97.012592293,-1747693.006285,-15774.288877,-14684.27,C;P
Trades,SubTotal,,Stocks,USD,RSP,,-10000,,,1732015.73,-97.012592293,-1747693.006285,-15774.288877,-14684.27,
Trades,Data,Order,Stocks,USD,SE,"2025-01-13, 11:40:07","-5,500",105.988416364,106.87,582936.29,-30.001677612,-524010.729056,58895.559261,-4848.71,C;P
Trades,SubTotal,,Stocks,USD,SE,,-5500,,,582936.29,-30.001677612,-524010.729056,58895.559261,-4848.71,
Trades,Data,Order,Stocks,USD,SNOW,"2025-01-10, 16:20:00",500,165,162.43,-82500,0,82500,0,-1285,A;O
Trades,SubTotal,,Stocks,USD,SNOW,,500,,,-82500,0,82500,0,-1285,
Trades,Data,Order,Stocks,USD,TSM,"2025-01-10, 16:20:00","5,000",215,201.36,-1075000,0,1075000,0,-68200,A;O
Trades,Data,Order,Stocks,USD,TSM,"2025-01-10, 16:20:00","10,000",212.5,201.36,-2125000,0,2125000,0,-111400,A;O
Trades,SubTotal,,Stocks,USD,TSM,,15000,,,-3200000,0,3200000,0,-179600,
Trades,Total,,Stocks,USD,,,,,,415928.7342,-546.686057314,-483901.914556,-66829.550678,-325354.2658, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Equity and Index Options,HKD,1211 17JAN25 245 P,"2025-01-12, 20:39:58",-10,2.45,2.38,12250,-54.5,-12195.5,0,350,O
Trades,SubTotal,,Equity and Index Options,HKD,1211 17JAN25 245 P,,-10,,,12250,-54.5,-12195.5,0,350,
Trades,Data,Order,Equity and Index Options,HKD,700 17JAN25 360 P,"2025-01-12, 20:37:56",-15,2.6,2.39,3900,-63,-3837,0,315,O
Trades,SubTotal,,Equity and Index Options,HKD,700 17JAN25 360 P,,-15,,,3900,-63,-3837,0,315,
Trades,Total,,Equity and Index Options,HKD,,,,,,16150,-117.5,-16032.5,0,665, 
Trades,Total,,Equity and Index Options,USD,,,,,,2074.1445,-15.090525,-2059.053975,0,85.40595, 
Trades,Data,Order,Equity and Index Options,USD,ANF 10JAN25 157.5 C,"2025-01-10, 16:20:00",5,0,3.42,0,0,1551.39371,0,1710,A;C
Trades,SubTotal,,Equity and Index Options,USD,ANF 10JAN25 157.5 C,,5,,,0,0,1551.39371,0,1710,
Trades,Data,Order,Equity and Index Options,USD,ANF 10JAN25 155 P,"2025-01-10, 16:20:00",5,0,0,0,0,2056.437532,2056.437532,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,ANF 10JAN25 155 P,,5,,,0,0,2056.437532,2056.437532,0,
Trades,Data,Order,Equity and Index Options,USD,BX 10JAN25 175 P,"2025-01-10, 16:20:00",5,0,10.15,0,0,656.381452,0,5075,A;C
Trades,SubTotal,,Equity and Index Options,USD,BX 10JAN25 175 P,,5,,,0,0,656.381452,0,5075,
Trades,Data,Order,Equity and Index Options,USD,CAT 10JAN25 362.5 C,"2025-01-10, 16:20:00",4,0,0,0,0,1473.095207,1473.095207,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,CAT 10JAN25 362.5 C,,4,,,0,0,1473.095207,1473.095207,0,
Trades,Data,Order,Equity and Index Options,USD,CAT 10JAN25 350 P,"2025-01-10, 16:20:00",10,0,0,0,0,1345.45207,1345.45207,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,CAT 10JAN25 350 P,,10,,,0,0,1345.45207,1345.45207,0,
Trades,Data,Order,Equity and Index Options,USD,GOOG 10JAN25 195 C,"2025-01-10, 16:20:00",10,0,0,0,0,1845.26817,1845.26817,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,GOOG 10JAN25 195 C,,10,,,0,0,1845.26817,1845.26817,0,
Trades,Data,Order,Equity and Index Options,USD,JPM 10JAN25 245 C,"2025-01-10, 16:20:00",10,0,0,0,0,962.980635,962.980635,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,JPM 10JAN25 245 C,,10,,,0,0,962.980635,962.980635,0,
Trades,Data,Order,Equity and Index Options,USD,JPM 10JAN25 242.5 P,"2025-01-10, 16:20:00",10,0,2.63,0,0,2175.343996,0,2630,A;C
Trades,SubTotal,,Equity and Index Options,USD,JPM 10JAN25 242.5 P,,10,,,0,0,2175.343996,0,2630,
Trades,Data,Order,Equity and Index Options,USD,MSFT 10JAN25 420 P,"2025-01-10, 16:20:00",3,0,1.05,0,0,1018.618524,0,315,A;C
Trades,SubTotal,,Equity and Index Options,USD,MSFT 10JAN25 420 P,,3,,,0,0,1018.618524,0,315,
Trades,Data,Order,Equity and Index Options,USD,NVDA 10JAN25 145 C,"2025-01-10, 16:20:00",100,0,0,0,0,11330.57908,11330.57908,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,NVDA 10JAN25 145 C,,100,,,0,0,11330.57908,11330.57908,0,
Trades,Data,Order,Equity and Index Options,USD,NVDA 10JAN25 150 C,"2025-01-10, 16:20:00",200,0,0,0,0,26059.06364,26059.06364,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,NVDA 10JAN25 150 C,,200,,,0,0,26059.06364,26059.06364,0,
Trades,Data,Order,Equity and Index Options,USD,NVDA 10JAN25 152.5 C,"2025-01-10, 16:20:00",100,0,0,0,0,9971.618,9971.618,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,NVDA 10JAN25 152.5 C,,100,,,0,0,9971.618,9971.618,0,
Trades,Data,Order,Equity and Index Options,USD,NVDA 10JAN25 157.5 C,"2025-01-10, 16:20:00",100,0,0,0,0,8432.5147,8432.5147,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,NVDA 10JAN25 157.5 C,,100,,,0,0,8432.5147,8432.5147,0,
Trades,Data,Order,Equity and Index Options,USD,NVDA 10JAN25 145 P,"2025-01-10, 16:20:00",100,0,9.09,0,0,12378.80489,0,90900,A;C
Trades,SubTotal,,Equity and Index Options,USD,NVDA 10JAN25 145 P,,100,,,0,0,12378.80489,0,90900,
Trades,Data,Order,Equity and Index Options,USD,NVDA 21MAR25 135 C,"2025-01-13, 12:05:46",100,10.92,11.6189,-109200,-43.825,109243.825,0,6989,O
Trades,SubTotal,,Equity and Index Options,USD,NVDA 21MAR25 135 C,,100,,,-109200,-43.825,109243.825,0,6989,
Trades,Data,Order,Equity and Index Options,USD,ORCL 10JAN25 162.5 P,"2025-01-10, 16:20:00",5,0,8,0,0,441.387429,0,4000,A;C
Trades,SubTotal,,Equity and Index Options,USD,ORCL 10JAN25 162.5 P,,5,,,0,0,441.387429,0,4000,
Trades,Data,Order,Equity and Index Options,USD,PDD 10JAN25 106 C,"2025-01-10, 16:20:00",10,0,0,0,0,545.47431,545.47431,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,PDD 10JAN25 106 C,,10,,,0,0,545.47431,545.47431,0,
Trades,Data,Order,Equity and Index Options,USD,PDD 17JAN25 100 C,"2025-01-13, 13:02:14",-14,0.75,0.595,1050,-9.87875,-1040.12125,0,217,O
Trades,SubTotal,,Equity and Index Options,USD,PDD 17JAN25 100 C,,-14,,,1050,-9.87875,-1040.12125,0,217,
Trades,Data,Order,Equity and Index Options,USD,PLTR 10JAN25 80 C,"2025-01-10, 16:20:00",5,0,0,0,0,866.492115,866.492115,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,PLTR 10JAN25 80 C,,5,,,0,0,866.492115,866.492115,0,
Trades,Data,Order,Equity and Index Options,USD,QQQ 10JAN25 535 C,"2025-01-10, 16:20:00",50,0,0,0,0,5215.30205,5215.30205,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,QQQ 10JAN25 535 C,,50,,,0,0,5215.30205,5215.30205,0,
Trades,Data,Order,Equity and Index Options,USD,QQQ 20JUN25 500 C,"2025-01-13, 12:01:07",100,33.6,36.3435,-336000,-44.825,336044.825,0,27435,O;P
Trades,SubTotal,,Equity and Index Options,USD,QQQ 20JUN25 500 C,,100,,,-336000,-44.825,336044.825,0,27435,
Trades,Data,Order,Equity and Index Options,USD,SE 17JAN25 105 P,"2025-01-13, 13:04:30",-10,1.7,1.2397,1700,-4.55766,-1695.44234,0,460.3,O
Trades,SubTotal,,Equity and Index Options,USD,SE 17JAN25 105 P,,-10,,,1700,-4.55766,-1695.44234,0,460.3,
Trades,Data,Order,Equity and Index Options,USD,SNOW 10JAN25 157.5 P,"2025-01-10, 16:20:00",5,0,0,0,0,1202.711301,1202.711301,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,SNOW 10JAN25 157.5 P,,5,,,0,0,1202.711301,1202.711301,0,
Trades,Data,Order,Equity and Index Options,USD,SNOW 10JAN25 165 P,"2025-01-10, 16:20:00",5,0,2.54,0,0,1062.715193,0,1270,A;C
Trades,SubTotal,,Equity and Index Options,USD,SNOW 10JAN25 165 P,,5,,,0,0,1062.715193,0,1270,
Trades,Data,Order,Equity and Index Options,USD,SNOW 17JAN25 160 P,"2025-01-13, 13:02:40",-5,2.33,2.24,1165,-3.550087,-1161.449913,0,45,O
Trades,SubTotal,,Equity and Index Options,USD,SNOW 17JAN25 160 P,,-5,,,1165,-3.550087,-1161.449913,0,45,
Trades,Data,Order,Equity and Index Options,USD,TSM 10JAN25 210 C,"2025-01-10, 16:20:00",100,0,0,0,0,15930.9312,15930.9312,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,TSM 10JAN25 210 C,,100,,,0,0,15930.9312,15930.9312,0,
Trades,Data,Order,Equity and Index Options,USD,TSM 10JAN25 215 C,"2025-01-10, 16:20:00",100,0,0,0,0,11454.5763,11454.5763,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,TSM 10JAN25 215 C,,100,,,0,0,11454.5763,11454.5763,0,
Trades,Data,Order,Equity and Index Options,USD,TSM 10JAN25 212.5 P,"2025-01-10, 16:20:00",100,0,4.13,0,0,14991.00261,0,41300,A;C
Trades,SubTotal,,Equity and Index Options,USD,TSM 10JAN25 212.5 P,,100,,,0,0,14991.00261,0,41300,
Trades,Data,Order,Equity and Index Options,USD,TSM 10JAN25 215 P,"2025-01-10, 16:20:00",50,0,6.63,0,0,9064.69502,0,33150,A;C
Trades,SubTotal,,Equity and Index Options,USD,TSM 10JAN25 215 P,,50,,,0,0,9064.69502,0,33150,
Trades,Data,Order,Equity and Index Options,USD,XLF 10JAN25 48.5 C,"2025-01-10, 16:20:00",200,0,0,0,0,6859.0974,6859.0974,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,XLF 10JAN25 48.5 C,,200,,,0,0,6859.0974,6859.0974,0,
Trades,Data,Order,Equity and Index Options,USD,XLF 10JAN25 49 C,"2025-01-10, 16:20:00",100,0,0,0,0,3030.80982,3030.80982,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,XLF 10JAN25 49 C,,100,,,0,0,3030.80982,3030.80982,0,
Trades,Data,Order,Equity and Index Options,USD,XLK 10JAN25 240 C,"2025-01-10, 16:20:00",100,0,0,0,0,9329.63468,9329.63468,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,XLK 10JAN25 240 C,,100,,,0,0,9329.63468,9329.63468,0,
Trades,Data,Order,Equity and Index Options,USD,XLK 10JAN25 242.5 C,"2025-01-10, 16:20:00",100,0,0,0,0,11152.88464,11152.88464,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,XLK 10JAN25 242.5 C,,100,,,0,0,11152.88464,11152.88464,0,
Trades,Total,,Equity and Index Options,USD,,,,,,-441285,-106.636497,613796.902171,129064.92285,215496.3, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Options On Futures,USD,NQ 13JAN25 20960 C,"2025-01-13, 12:52:39",-10,10.25,0,2050,-14.2,-2035.8,0,2050,O;P
Trades,Data,Order,Options On Futures,USD,NQ 13JAN25 20960 C,"2025-01-13, 17:15:00",10,0,0,0,0,2035.8,2035.8,0,C;Ep
Trades,SubTotal,,Options On Futures,USD,NQ 13JAN25 20960 C,,0,,,2050,-14.2,0,2035.8,2050,
Trades,Total,,Options On Futures,USD,,,,,,2050,-14.2,0,2035.8,2050, 
